ID;SALDO;F_SALDO;COMPRAS;COMPRAS_PUNTUALES;COMPRAS_PLAZOS;AVANCE_EFECTIVO;F_COMPRAS;F_COMPRAS_PUNTUALES;F_COMPRAS_PLAZOS;F_AVANCE_EFECTIVO;P_AVANCE_EFECTIVO;P_COMPRAS;LÍMITE_CREDITO;PAGOS;PAGOS_MINIMOS;F_PAGOS_COMPLETOS;MESES_CLIENTE
C15499;13924.33056;0.854705168;43097.10118;5746.148171;19416.93603;37312.78829;0.955088984;0.261885225;0.569755791;1.091155545;77;233;15063.10327;9544.613816;55238.24649;0.420080084;10
C15500;3789.146461;0.59350819;25691.88183;28957.90961;11836.35954;11321.64322;0.231142818;0.888087147;0.161471904;1.354165606;29;292;25334.41721;44935.58541;6971.143758;0.741841997;10
C15501;4772.128071;0.113884858;28362.83684;32104.43776;2657.001889;10150.99172;0.419531681;0.627242988;0.878974517;0.300623094;70;107;14255.96551;22482.95333;36881.57535;0.779503776;7
C15502;12917.30724;0.762867894;40951.75291;5632.113244;19185.30727;39254.973;0.741605958;0.15955042;0.578595863;1.011497117;85;237;13329.01805;9643.471851;57380.14446;0.382794541;10
C15503;14373.61225;0.822156104;41846.05811;6311.192528;19343.9252;26700.76936;0.878347891;0.209122328;0.617900058;1.071709178;90;187;15241.21172;5213.813443;54674.1309;0.365523232;10
C15504;4114.368595;0.271893997;29388.22857;32972.0244;4046.712805;10147.0362;0.609403438;0.655718458;0.784334952;0.315980747;86;147;14428.75659;24477.14366;23290.79613;0.882842496;7
C15505;13961.01172;0.72379665;41470.59185;9228.022511;19570.44478;31625.19104;0.823222369;0.221053962;0.590913592;0.988890834;82;228;12491.64978;9445.146869;55543.73337;0.339387613;10
C15506;14297.8866;0.875966189;45818.8925;7921.475874;20976.31477;39793.47056;0.779617314;0.19242608;0.5327759;0.974670689;85;239;12973.43248;7338.242941;60936.94783;0.483860007;10
C15507;13850.56278;0.820512501;35797.1777;8925.870808;20566.39231;36452.02263;0.862530104;0.130211347;0.497976256;1.037007247;86;237;16252.34299;9603.426796;57777.78462;0.372296046;10
C15508;10974.42098;0.822254192;43038.43546;5745.40331;20972.38921;41877.15962;0.697512292;0.226928578;0.62543096;1.058247711;82;242;14318.16176;7753.63719;56297.53785;0.327358766;10
C15509;4613.328049;0.153268897;29760.41302;35575.85617;2681.041658;12359.4567;0.46552193;0.574691476;0.855608673;0.304619062;80;108;12922.24;23764.76648;32079.73545;0.779546212;6
C15510;12523.28341;0.839650828;40001.78488;6336.090315;19753.16631;31231.73679;0.768241739;0.30156234;0.499024269;1.001219178;86;226;13239.12879;10594.49352;60933.8301;0.382451777;10
C15511;4066.207492;0.155480233;28346.46236;35754.09645;3711.404347;15178.77648;0.413969247;0.522921967;0.841537349;0.253328912;84;82;14490.26545;24160.71949;39401.89221;0.86888839;6
C15512;12855.69045;0.767391415;39979.66732;5190.831648;20532.56188;37504.87847;0.677165854;0.188818804;0.524718632;1.093014962;86;190;11023.06989;10094.24555;56046.93068;0.298132248;10
C15513;11961.01926;0.720260901;40267.66691;3900.616417;20146.51938;37804.53065;0.701940412;0.251482764;0.505814126;1.118625788;99;235;15760.78317;12665.7507;65015.01577;0.37232842;10
C15514;16273.26082;0.100936267;5947.770302;33113.58399;10322.40407;22138.25145;0.484689304;0.607418722;0.571313751;0.959302606;55;207;6498.687823;19679.71733;53716.11471;0.193788541;8
C15515;13007.86521;0.723045901;38121.92354;6406.063957;19710.21528;32398.11946;0.805512731;0.35191798;0.508832354;1.024861786;85;193;13213.49172;6820.98244;61337.49874;0.389833728;10
C15516;4825.404486;0.244302472;29622.34434;34340.74436;3252.447561;14916.63119;0.417762686;0.536074027;0.817928128;0.138515258;89;43;16092.53381;22512.40788;41081.86754;0.856929752;6
C15517;5096.940366;0.104234305;31368.79753;31743.67985;2928.910851;13081.08925;0.323570694;0.702600677;0.777545665;0.121576654;80;128;14540.45252;29437.22137;43057.81256;0.688765591;7
C15518;4855.823186;0.174799593;26751.37789;33056.27654;3365.514971;14027.76096;0.452792565;0.608212423;0.826692019;0.132091552;76;101;14308.91718;22245.71822;31672.79697;0.755899061;7
C15519;12630.05892;0.936658899;42205.3679;6040.879806;19493.4628;37466.79576;0.855319142;0.197446019;0.559141552;1.048877661;93;176;15626.44999;10274.94936;57218.82986;0.384708105;10
C15520;1874.57685;0.615697739;27445.67379;30845.60815;10370.57892;12757.42388;0.145606424;0.774199702;0.117814679;1.413948398;51;283;25920.22076;43824.78365;10883.85798;0.783290977;10
C15521;5310.375655;0.137369743;30092.68606;34805.29952;486.4719017;8353.676988;0.495781514;0.587763667;0.8292152;0.131974041;64;116;17517.76616;28395.35285;20517.31971;0.838745418;7
C15522;4703.419121;0.248711781;25411.49308;32935.63642;2459.798859;9082.400129;0.42335148;0.617470396;0.890884286;0.154166061;83;87;15734.2056;23794.59409;30740.54432;0.791630478;6
C15523;4133.511276;0.649657969;26452.12218;33219.74192;11553.62641;7873.529262;0.319818356;0.861330498;0.221117082;1.340950834;34;307;26422.18582;43168.14872;;0.807230583;11
C15524;12793.73854;0.856013604;41115.93952;5511.907111;19586.01878;37492.00037;0.811121364;0.286651851;0.505220745;1.107446806;91;194;15931.36896;7044.79411;46303.30724;0.368216708;10
C15525;16780.40651;0.220248023;6685.019859;31346.8049;11600.68875;19464.98477;0.437534019;0.648569391;0.665966115;0.981803355;58;168;4476.206288;19608.39257;43361.68633;0.180341727;8
C15526;3142.218504;0.543689934;22720.90926;33124.8728;9461.972574;12503.5846;0.17871443;0.748454675;0.245532895;1.49104669;41;287;28115.59879;46821.75216;16039.82612;0.607533032;10
C15527;5528.528825;0.190427545;28013.49841;33817.60107;2901.548478;9160.334469;0.453663029;0.595121555;0.828104789;0.291394289;75;114;16318.47732;22362.47656;28603.95165;0.823108543;7
C15528;2731.47316;0.577468858;28611.4719;31099.55182;10751.80129;14967.04744;0.146496643;0.809609334;0.163118634;1.273694686;33;301;28441.85571;44645.02986;14731.50943;0.695733268;10
C15529;4399.054412;0.196459235;29148.99833;33792.38323;2419.469033;5698.23483;0.356051329;0.677508322;0.846587123;0.239660533;68;96;14472.38599;23628.6575;39394.33153;0.834606591;7
C15530;14089.14875;0.750332349;36418.70554;7483.810666;19507.49249;39365.89348;0.835788152;0.240143631;0.583939325;1.149087388;94;196;14799.19434;4343.10667;57476.89814;0.338551579;9
C15531;12703.27819;0.789308242;39266.479;5088.912248;20149.19646;37275.90277;0.802373984;0.189690242;0.536988071;0.949770421;86;213;13979.81807;8212.362178;57989.47125;0.429937015;10
C15532;5208.69379;0.140609604;27394.8753;33676.26378;3313.428107;15203.55381;0.496101127;0.569021491;0.856094244;0.186251805;101;50;17021.08785;26736.45631;26759.09882;0.773815281;7
C15533;13867.07562;0.795658062;39963.41907;5708.493833;19436.98509;40195.26026;0.742253778;0.170865491;0.592068728;0.967656445;99;226;14066.83;12146.17128;52373.00586;0.412609993;10
C15534;12006.46638;0.683750746;37560.21767;6621.878392;20962.87617;42834.1259;0.704217646;0.221833226;0.499584721;1.085086116;99;192;14811.95082;7993.844846;57544.37629;0.354484709;10
C15535;13493.29911;0.796776775;37835.41979;5833.880379;20621.21649;37792.71828;0.789234885;0.128939083;0.519215401;0.874952495;89;201;13633.2094;7507.51863;59331.16377;0.28245857;10
C15536;5353.969197;0.219701069;30047.36413;35152.39455;2753.073266;13841.62685;0.311508783;0.40154109;0.829853483;0.179139152;75;93;15442.89872;22268.17739;29790.81222;0.804932478;6
C15537;3305.623771;0.138193803;27357.19982;33279.53151;3122.65484;16557.69017;0.381437044;0.565527023;0.901175057;0.095511641;74;94;15759.29195;24546.69326;28269.21613;0.81330057;6
C15538;13493.78063;0.732528029;38250.5998;8149.988748;18747.22766;34872.33712;0.762164728;0.276272702;0.470952432;0.961227177;97;218;16200.73338;5404.096096;53666.1977;0.427296102;10
C15539;3605.832746;0.156039863;29323.6211;36655.48695;3071.703555;14814.06375;0.436933035;0.669198429;0.755722477;0.167476033;70;91;16420.247;21980.31028;30006.76649;0.921032779;7
C15540;3330.631172;0.218544264;31214.11073;35008.34978;4012.424994;13912.03258;0.391492747;0.584809612;0.828044701;0.258434169;81;64;16047.79095;25181.67403;26767.31478;0.857511648;6
C15541;4839.962095;0.166819827;26884.85311;33786.2339;5474.633952;8430.192053;0.417910749;0.6311054;0.782546256;0.223674357;98;77;14921.7758;24515.65651;32098.18049;0.936660135;7
C15542;13915.37495;0.840652506;44307.42586;6363.396283;20006.66174;36310.18263;0.905016639;0.217104956;0.46512671;0.97881677;99;218;12588.08407;9336.145933;56231.43255;0.306008825;10
C15543;12928.97366;0.824996098;40901.92019;8054.13527;19863.48275;39612.23547;0.72871426;0.230575429;0.559063358;0.977005106;83;214;15467.89134;6948.193176;62011.61835;0.394620821;10
C15544;4185.758376;0.246523014;32873.08196;33836.24962;2506.00131;6100.210913;0.372066082;0.516443412;0.802365603;0.246045039;88;98;15008.85104;24963.81202;31453.09518;0.911136888;6
C15545;3212.160954;0.19496926;31165.99759;33347.27389;3568.343142;12648.86152;0.421741651;0.610252529;0.863242489;0.135021092;70;59;14486.24955;23602.57392;31488.8717;0.830396972;6
C15546;2431.539788;0.696852913;26768.48242;34772.74644;9779.482402;9748.386341;0.267410608;0.921904119;0.218963693;1.40750975;25;315;26189.3399;45595.04228;12941.93002;0.724736458;11
C15547;12858.3454;0.785338046;44595.45015;3602.068595;20743.96231;34862.26579;0.705837295;0.22388038;0.483012317;0.963716436;105;246;15159.23003;4382.505672;56914.79352;0.439782804;10
C15548;13727.88375;0.728940298;35558.58234;6438.919727;19918.05869;40389.28684;0.789883388;0.28240584;0.554043913;0.985708107;101;186;13085.96064;8776.276148;53499.34072;0.405810787;10
C15549;16249.14676;0.132721456;2475.953799;31572.10521;11911.11827;28544.51729;0.415061919;0.628156025;0.53113035;0.905049997;64;149;4864.124384;19774.12969;53499.17155;0.147904539;8
C15550;12103.25342;0.76773978;44043.58639;6724.534653;19420.82555;36290.29716;0.736108658;0.135006286;0.548092134;0.962992343;88;236;16849.44245;12156.46084;56144.22575;0.388188674;9
C15551;4779.987594;0.190110741;28720.67086;34925.83946;4249.225992;12262.55716;0.456216689;0.552680426;0.839331839;0.284768529;88;69;13967.93951;24895.95568;38431.95822;0.898491878;7
C15552;12943.22992;0.742654729;40713.07644;5098.973603;18380.09339;33507.97976;0.812787998;0.232664342;0.425761193;1.036564241;113;240;12783.832;10273.86919;51668.22641;0.401176266;10
C15553;5273.631597;0.230271529;30888.89678;32978.08092;1909.202534;11173.23808;0.456574611;0.644470717;0.794850983;0.304574935;93;81;15623.40416;26136.00333;24547.25487;0.752813762;7
C15554;16403.85424;0.160675814;4661.995718;33385.36119;9774.899163;20501.42217;0.5912267;0.706359484;0.681259268;1.010043737;36;231;6803.445162;22424.6308;57167.79254;0.146388097;8
C15555;4882.439827;0.213927621;27912.70254;34789.47284;2964.848984;11198.57149;0.430281;0.553264896;0.835852354;0.274664672;86;80;15476.78418;21195.92194;30870.42136;0.867884303;7
C15556;4239.689986;0.196192497;25332.8434;33365.3392;3717.265604;10075.45656;0.413746897;0.549105038;0.720620406;0.166779253;84;120;13187.39368;25230.73072;27884.89931;0.824276863;7
C15557;13047.49943;0.836618583;36746.65602;6882.898188;19866.75914;42534.86979;0.740057087;0.163863992;0.598763836;1.059943494;92;199;15263.92082;8989.903008;63654.31352;0.451875512;10
C15558;5217.405257;0.217927317;31305.62366;33403.71438;4440.340904;13053.10489;0.381467968;0.648292366;0.823231018;0.289361259;88;126;16163.75858;24966.84728;30267.0652;0.834160088;6
C15559;4982.834196;0.125885433;29404.37414;35333.437;2994.145121;14981.56418;0.328591911;0.659916791;0.90159816;0.202636386;80;98;17439.93454;24137.36717;32854.36672;0.784600629;6
C15560;5988.425572;0.274689804;27738.74069;33743.83847;4014.715591;8841.561703;0.366412907;0.546146121;0.869741734;0.095435448;85;66;14676.76672;24941.52264;32443.88272;0.814184685;6
C15561;5311.277941;0.130470659;33232.20646;36060.59304;2535.15031;10141.87879;0.383106928;0.588475386;0.867938717;0.065026141;87;51;14318.05622;23349.45565;39732.91074;0.831084092;7
C15562;3743.399642;0.607574259;27235.91361;31042.45551;9905.083021;11206.75425;0.232949643;0.746331333;0.203533493;1.300950631;30;289;25596.96784;46441.97323;8969.883031;0.727004955;11
C15563;14075.62082;0.825966624;41163.35644;7511.908567;19306.3493;37787.99408;0.734600152;0.168802196;0.533974511;0.920388655;90;189;14950.94055;9582.343424;47859.23067;0.373225417;10
C15564;3326.67936;0.544397737;25752.68211;31479.63141;11289.42808;16947.00693;0.173461728;0.839877919;0.135346873;1.285946947;22;265;28037.63629;43200.15735;21382.05644;0.698832823;10
C15565;13613.73851;0.769312861;40570.61303;6753.09645;18866.19226;35893.57206;0.809176491;0.278595852;0.451911581;0.895525818;89;233;13317.40077;11986.77073;61128.61085;0.322668137;9
C15566;12955.8457;0.747206903;40006.5459;9554.938346;20185.84965;37597.93606;0.772138177;0.243773997;0.509087241;1.037839249;90;196;15727.27764;10209.04699;56546.88516;0.303988695;10
C15567;16128.09745;0.187163998;12322.60086;30034.63029;10062.17193;20144.51978;0.486417978;0.74270217;0.527250719;1.090531769;53;147;4592.624008;18657.64571;47064.83312;0.127585195;7
C15568;16112.2056;0.245620989;7074.805257;30487.66542;12050.76696;18960.48451;0.495022781;0.631040903;0.611947112;0.918873379;41;155;7250.715152;19298.58075;60218.55407;0.184248179;8
C15569;4425.122668;0.192645587;28625.57605;33397.30991;2174.933278;11582.40137;0.370404933;0.524039589;0.87658999;0.141952958;84;94;16312.09808;27176.4301;35508.11266;0.911895736;6
C15570;4671.128524;0.238768265;28092.44329;34454.57532;3638.68597;8026.470955;0.433917556;0.560597165;0.828916612;0.192228933;74;92;15856.33089;25293.64633;39743.95928;0.803071185;6
C15571;13256.98402;0.763045989;41174.732;4159.972351;18546.30953;32726.35947;0.804790708;0.190905291;0.51400642;1.013829547;91;195;16065.55645;7901.496844;64441.91548;0.331740617;10
C15572;3662.244556;0.25432838;33102.74904;33549.65104;3146.831771;11928.16089;0.421735777;0.569031115;0.824886972;0.290952947;92;71;15530.82442;25697.88208;35817.97995;0.847697014;7
C15573;3786.963075;0.182775334;28284.68999;34331.08752;3443.535801;11806.68526;0.38609162;0.56164859;0.780961024;0.227755895;95;99;16196.10211;23520.06473;31458.13899;0.822529775;6
C15574;4222.027831;0.178133534;31033.6135;31281.06608;3732.324679;10211.9933;0.471923213;0.485412004;0.866898988;0.215926092;67;81;13050.1298;23223.7092;29385.76396;0.857970871;6
C15575;1824.376509;0.563356067;24662.01473;30858.03453;12230.7363;6519.910468;0.237274001;0.762359357;0.226874337;1.282606183;24;272;24138.51362;43355.77927;23501.23414;0.747755594;10
C15576;15783.45517;0.03640507;9560.025041;33636.28691;11046.63702;26354.99579;0.534124826;0.712204421;0.675534182;1.01427066;48;178;6929.336409;16854.89924;51909.21635;0.144580188;7
C15577;13806.31619;0.753284116;39621.29438;5716.296438;19498.46605;30853.47644;0.84517233;0.267329821;0.585632291;1.003674251;92;220;16736.4971;9070.49683;53933.39885;0.365875517;10
C15578;11313.20858;0.79342054;35986.36441;6551.427515;19929.6548;39596.99301;0.782902561;0.311041825;0.702925745;1.052913622;91;168;13441.16955;9470.627177;46168.78295;0.398287814;10
C15579;3879.905322;0.577487947;30168.88985;29655.8029;10242.21788;10250.14934;0.131817865;0.745535097;0.150302587;1.320944251;40;274;27196.75371;46747.82456;13727.28343;0.686731652;11
C15580;12339.18583;0.735904486;41304.71167;4638.036535;19555.77453;37694.70515;0.865484576;0.217067853;0.594364235;0.960999574;77;182;15362.89673;8001.900034;57885.6889;0.357503717;10
C15581;3588.43772;0.598891867;28399.48252;35950.77551;9347.935214;8810.967859;0.236352334;0.872630524;0.181723646;1.374732374;41;289;24438.4557;43451.26182;9571.346362;0.809760144;11
C15582;14663.75304;0.781539319;41771.59729;4697.671452;18241.21258;41917.13599;0.745111249;0.257670837;0.460821084;0.99654794;91;184;13382.64306;10624.83267;62895.02566;0.377797147;10
C15583;4036.243432;0.113771633;30877.20919;35598.4993;1922.997972;15233.41271;0.518320644;0.491237772;0.829057189;0.077713019;52;83;17711.59443;25970.38791;27247.68588;0.878394475;6
C15584;12901.21773;0.726594081;43021.70204;4355.747129;19549.19225;41240.47776;0.757715597;0.226252651;0.603689028;0.958869785;107;157;14896.80683;7118.59181;;0.475941959;10
C15585;4974.064854;0.127819753;31708.76776;35400.8508;4869.938392;12917.86856;0.464139813;0.651472156;0.859083335;0.200608321;89;100;15547.50719;21477.1845;32198.32248;0.748806334;6
C15586;13682.17068;0.749725393;43251.96833;7208.312575;19360.18967;37420.1004;0.84948329;0.300553945;0.644135848;0.958322877;103;235;14286.12395;6248.155901;58100.50715;0.372572404;10
C15587;14446.31415;0.854149505;38268.45641;6006.238902;18121.91969;31833.88722;0.749565911;0.192148737;0.538655367;1.015779555;87;208;13888.99927;12338.55464;63248.18194;0.345389011;9
C15588;15905.17013;0.08468213;6574.622511;32844.21169;11781.54839;17081.3481;0.437396212;0.634428304;0.637824002;0.985228344;55;155;3556.886898;23168.6233;63045.76068;0.242326789;8
C15589;13984.81777;0.837685097;36441.67036;5119.993045;19229.53433;39337.09816;0.850405354;0.284886407;0.552355262;0.953538932;95;212;13693.80374;10231.06812;70823.55991;0.33250061;9
C15590;12488.66243;0.807644015;41774.33929;9692.637625;18741.18551;39465.03295;0.920709051;0.313145219;0.477295835;0.933809911;89;221;15410.24138;8940.1534;55733.44967;0.388469252;10
C15591;15466.07011;0.184153442;6588.016532;29183.49966;10573.35098;21594.97865;0.517918631;0.641287925;0.67282087;0.872915539;70;194;5110.288087;23579.72964;49475.79901;0.156317902;8
C15592;3336.305513;0.634751543;24604.97805;30563.76516;10362.02219;8992.012734;0.207064387;0.711997641;0.172452603;1.421163553;8;295;26426.74398;46309.37679;;0.743044934;11
C15593;4221.918155;0.168597176;28121.56242;33570.54273;2925.326299;10197.29482;0.446078841;0.54348273;0.815617737;0.089140219;89;116;13976.89095;25413.14584;39460.38521;0.84021957;6
C15594;12931.73902;0.687966813;39288.29434;5178.629315;19273.71661;37364.59607;0.826658673;0.216197976;0.611794321;1.049091381;94;235;15625.84768;7113.194872;56712.84551;0.368856339;10
C15595;13306.73449;0.748270351;39730.91977;5494.718494;20155.66118;34991.72686;0.754575014;0.156618171;0.533275568;0.828828887;84;202;11665.27135;9901.387754;57136.32345;0.390250569;9
C15596;14547.8563;0.116624174;9204.86829;30562.81304;11553.37906;22801.86751;0.468218967;0.721065293;0.679497563;1.081839409;41;196;3686.940854;22431.47583;55930.66948;0.16753716;8
C15597;4095.157084;0.128301335;31503.92385;32839.57893;4195.342549;14654.38703;0.497842654;0.617645337;0.844482205;0.20529617;106;104;14873.5096;24515.55939;27228.53529;0.800063802;7
C15598;14061.12607;0.780474304;45456.81118;4536.206188;21088.86403;36836.52857;0.726967135;0.161239841;0.564366442;0.858670363;96;226;12866.24883;5660.016589;59706.14105;0.343422638;10
C15599;4018.467029;0.12973301;31872.4091;35946.28383;2380.075023;12869.69006;0.429639749;0.454413929;0.829218119;0.19596679;71;107;13202.18393;23297.7426;39284.5908;0.837875859;6
C15600;3665.683908;0.596951405;23244.78684;29266.10282;9604.414059;7807.553086;0.173923252;0.770434663;0.240060276;1.429693323;32;299;28323.34506;45484.00495;10885.36002;0.74818453;11
C15601;4547.544052;0.174959308;24595.49339;33921.31016;3885.619598;11174.05746;0.430171998;0.560994238;0.929585125;0.21050724;81;71;12571.2267;24483.82622;32774.78129;0.880614388;6
C15602;13209.56595;0.726418296;42516.92625;5028.627171;17968.85833;37507.67926;0.74069711;0.18651714;0.677777511;1.02363037;85;170;14258.34655;6798.572072;52097.07558;0.451275019;10
C15603;14006.18993;0.777393358;39006.69751;7004.699016;17563.11844;36534.3612;0.882865931;0.23232532;0.487110906;1.067131178;96;230;14748.67098;8622.36082;;0.276176784;10
C15604;16538.40475;0.230237045;4681.581055;30743.24484;9940.241846;24223.36049;0.585738412;0.734340706;0.551592425;1.065356638;59;130;4705.602272;20701.67144;57376.33655;0.196838099;8
C15605;4028.482481;0.231581591;29582.15186;38403.73877;2687.88833;13949.15071;0.389487922;0.565722633;0.859024498;0.110047733;85;71;16343.7727;21469.60645;35193.88684;0.842800072;6
C15606;4750.728214;0.144358514;28158.23705;34430.30977;4263.196591;7324.17449;0.446832499;0.579837859;0.828683971;0.163669383;92;77;14280.99398;21683.47128;27213.00496;0.867884684;6
C15607;13330.56603;0.764831854;39774.0724;5170.659214;18940.4758;35706.11671;0.807685242;0.333123297;0.538308043;0.973808043;89;211;15469.70246;9456.593973;60795.14744;0.350638735;10
C15608;4675.722064;0.237180519;36918.17645;35428.88745;3448.729502;10034.37218;0.455835289;0.648615525;0.880556935;0.222503556;93;116;15575.91298;24929.24094;32030.48159;0.792859005;7
C15609;13235.08027;0.871032452;38162.15937;2393.058018;18801.44017;34935.58542;0.835783137;0.22316098;0.617401105;0.993271412;109;181;16435.21933;7239.83605;52197.40309;0.319338803;10
C15610;14357.94619;0.811306774;43602.72078;7809.634906;17946.09681;39843.53944;0.824037991;0.150971526;0.581708848;1.003230427;87;246;15942.80484;6616.644434;57052.72538;0.348730416;10
C15611;3925.448677;0.074765997;27880.05722;34522.36211;3337.608047;10176.36108;0.43758832;0.567787725;0.81865787;0.250442036;83;103;13641.77796;26105.53752;34346.35281;0.851826838;6
C15612;4977.887762;0.282009722;29233.82175;36202.64079;2280.187655;10335.52283;0.49627361;0.534880488;0.799164473;0.244463731;91;104;16633.19632;28061.88435;;0.749740362;6
C15613;5367.448;0.242292133;26970.42952;34180.41202;1873.048513;16524.53995;0.459397779;0.587213287;0.960406282;0.235643673;78;90;15148.9381;21179.8845;29497.56798;0.847265982;7
C15614;16531.66079;0.249552885;8328.686597;28517.4992;11673.38367;12024.74135;0.557515752;0.681709102;0.72141633;0.909650886;34;180;5210.917232;23210.49171;67342.45999;0.1014274;8
C15615;15326.7524;0.174881826;5432.062322;29689.95878;10186.13425;29407.87325;0.57239472;0.72606909;0.562195749;0.91600522;70;188;1144.092327;18097.45192;48979.36995;0.238951994;8
C15616;3878.231469;0.244080118;29027.59478;32948.70111;2028.12595;11480.14982;0.364221368;0.592168203;0.87001825;0.129471854;90;62;16789.12449;23915.26535;29836.62014;0.830803931;6
C15617;13382.66712;0.89723266;41951.38718;8517.489965;20048.00704;34207.51926;0.86511483;0.233320605;0.522930661;0.965155718;88;209;15401.45403;10127.29885;64963.86671;0.35771455;10
C15618;13130.22603;0.733399022;40309.84517;7805.041651;18616.61319;43145.66308;0.824620231;0.117273201;0.530479169;1.280979872;93;229;14093.56264;9093.643099;60091.45788;0.265327243;10
C15619;16128.08969;0.161942352;7175.647506;33243.8136;11717.59825;24492.22331;0.490781079;0.599475939;0.553800021;1.065670604;56;188;5138.500905;17335.64331;58958.60667;0.112731096;7
C15620;12767.58464;0.69879512;43120.33604;5484.631979;19335.26149;34717.42276;0.706035034;0.234189363;0.654083291;0.966832896;101;237;15274.54403;10243.25532;61518.68655;0.381225206;10
C15621;12405.78394;0.802309305;39143.1069;4851.694208;21461.82817;35630.67358;0.693674563;0.236583945;0.557852746;1.119962481;79;222;15124.52892;4826.889236;66315.98204;0.350963678;10
C15622;13742.77892;0.813977967;39106.43548;7425.40314;19044.37252;41237.45157;0.754773117;0.289418522;0.58210789;0.977308496;98;181;15626.38355;7751.04253;55425.2718;0.29753147;10
C15623;4443.8632;0.142439982;28204.59749;37599.40734;3538.296937;10042.95407;0.450151412;0.642884514;0.809221174;0.289418729;88;86;16087.62593;21677.10827;35167.88591;0.905924132;6
C15624;13435.11346;0.805357431;41320.49169;7645.299417;19679.00899;42569.72479;0.712433946;0.195195145;0.521438613;1.013989826;96;223;14919.49825;5590.294059;67625.87078;0.339381196;10
C15625;14089.79602;0.691967711;36059.66875;6058.502816;19824.57164;38343.50145;0.710732492;0.270255926;0.499359148;1.145274912;94;218;17053.01981;10208.80848;48748.93448;0.400545693;10
C15626;4490.896217;0.160424855;32137.57311;35093.49857;3139.525978;10123.45529;0.357619366;0.521723039;0.939698844;0.183191923;87;33;15399.08381;25436.39828;33502.18251;0.835407173;6
C15627;4505.804948;0.163370896;30338.27395;35124.72247;3801.056688;11642.3321;0.416172494;0.513965596;0.884435264;0.219209945;67;83;17296.11146;23239.61441;23099.50459;0.758663392;6
C15628;5871.406738;0.078850566;31537.57142;34514.57981;2753.874256;14105.68599;0.452250715;0.572330332;0.921802943;0.098151655;78;73;15810.60591;22106.85952;32911.19754;0.855355771;7
C15629;14288.78395;0.246440432;10505.17094;32074.6766;11371.0248;17593.89104;0.588248792;0.59853709;0.670927326;1.053748071;63;135;3486.920375;17066.16929;56647.37643;0.114168733;7
C15630;15599.64358;0.192018385;1877.730395;31227.34174;9864.60227;25110.4931;0.518004142;0.613689662;0.584122654;0.956430158;52;193;4188.969878;18587.19785;60485.18137;0.092682959;8
C15631;4749.80323;0.159741322;28037.63225;34477.3749;3030.552188;11146.14902;0.469443868;0.512737874;0.879111079;0.230422823;74;83;13099.50206;23857.43098;36528.20817;0.846529365;6
C15632;2554.793394;0.613187774;24198.2499;29823.90293;10300.11712;1928.362354;0.218332365;0.691525826;0.160595914;1.321692926;41;237;25277.04278;43634.56416;11365.5497;0.723127401;10
C15633;13084.94283;0.788437223;44759.44639;3368.443425;19134.50902;36185.66364;0.820283323;0.277142786;0.555800861;0.961934138;104;240;11790.84376;6598.765558;58345.39346;0.415326665;10
C15634;14438.88175;0.750093757;41560.78586;6056.023963;20820.2321;31962.27539;0.703175178;0.186138141;0.475767517;0.949508006;85;241;14135.68474;7926.118107;55447.67852;0.371383742;10
C15635;5007.136925;0.220562062;28625.53447;37500.65762;3715.655256;7309.895093;0.38452066;0.666069272;0.897733574;0.17387194;87;101;14794.90674;25833.07982;24067.017;0.832272046;6
C15636;5284.428427;0.249149295;32477.1742;33885.76275;4133.606353;16090.29516;0.440446757;0.514815808;0.808058419;0.295479045;95;78;18118.16111;26756.96253;25652.48832;0.854868495;6
C15637;4401.79545;0.297465756;31926.9867;36181.4126;2641.361161;8211.971509;0.499392289;0.507464485;0.801921022;0.132315725;70;49;15954.95194;20251.94417;32415.37562;0.818443492;6
C15638;11993.98154;0.757332065;46429.41435;5289.620624;19166.55216;39041.44198;0.919678938;0.160541495;0.536619378;0.947120751;89;237;13562.55552;8418.848208;51614.62397;0.375861179;10
C15639;5570.439153;0.222926362;28930.61618;33958.58953;2218.568256;7593.893874;0.37300565;0.51766884;0.836431677;0.166608703;91;87;18611.26115;21658.18257;28097.78824;0.818644171;6
C15640;3513.416137;0.279897508;32744.53823;34480.15973;2853.837391;9964.262544;0.418096454;0.521058129;0.783992473;0.093009411;73;74;15660.80235;21993.4521;33687.57753;0.799686404;6
C15641;12693.24725;0.824117522;42065.86701;7744.919459;19824.62041;39740.90281;0.827309961;0.239985895;0.54029657;0.845828374;104;206;14563.96863;8486.02842;60177.04652;0.299754381;10
C15642;12961.10626;0.747468972;40952.43412;6184.734011;19323.13582;34012.55788;0.761473617;0.264508366;0.560550468;1.025792283;86;259;14763.03239;8882.591924;52494.69507;0.392832937;10
C15643;14337.02616;0.150897592;8047.892798;32134.77167;11427.29676;22921.78404;0.537013156;0.641072354;0.665356755;0.951935036;51;183;3179.907163;19944.54126;62933.13908;0.094866379;8
C15644;13953.79901;0.811022247;40958.76251;6908.430431;19891.76494;29811.11336;0.723212759;0.322928051;0.571992232;0.980350099;92;226;16964.5648;10039.5657;61526.49269;0.369246356;10
C15645;2402.627125;0.171001155;30291.77426;36006.00497;4046.900559;7522.489704;0.38559969;0.675545903;0.941329734;0.1799098;71;76;14996.91333;22510.85039;35019.09763;0.824267223;6
